name,source_mart,date_column,agg,sum_column,rate_num,rate_denom,rate_scale,label,description
hcc_accepted,marts_bi_v3.mart_hcc_grouped_surfaced,first_winning_assessment_date,sum,accepted_int,,,,Accepted,Count of HCC codes ACCEPTED by the assessing provider (final disposition = ACCEPTED).
hcc_assessed,marts_bi_v3.mart_hcc_grouped_surfaced,first_winning_assessment_date,sum,assessed_int,,,,Assessed,"Count of surfaced HCC codes that were assessed (any disposition: accepted, held, or rejected)."
hcc_assessment_rate,marts_bi_v3.mart_hcc_grouped_surfaced,,rate,,assessed_int,one,100,Assessment %,"Share of surfaced (sent-roster) HCC codes that were assessed. Denominator = codes VendorNav showed the provider, NOT all HCCs."
hcc_claim_closed,marts_bi_v3.mart_hcc_grouped_surfaced,,sum,claim_closed,,,,Claim Closed (2026),Count of HCC codes closed via an adjudicated 2026 claim — the PAID-closure verifier (lags the CODED capture).
hcc_claim_rate,marts_bi_v3.mart_hcc_grouped_surfaced,,rate,,claim_closed,one,100,Claim-Closed %,Share of surfaced HCC codes closed via a paid 2026 claim.
hcc_distinct_codes,marts_bi_v3.mart_hcc_grouped_surfaced,,count_distinct,hcc_code,,,,Distinct HCC Codes,Distinct HCC codes on the sent roster.
hcc_held,marts_bi_v3.mart_hcc_grouped_surfaced,first_winning_assessment_date,sum,held_int,,,,Held,Count of HCC codes HELD (deferred) by the assessing provider.
hcc_missing_future_appt_rate,marts_bi_v3.mart_hcc_missing_opportunity,,rate,,has_future_appt,missing_any,100,% With Future Appt,Share of missing patients who already have an upcoming appointment.
hcc_missing_recapture,marts_bi_v3.mart_hcc_missing_opportunity,,sum,is_recapture,,,100,Missing Recapture,"Prior-year-coded HCCs (2025), not re-closed 2026, VendorNav-silent, off-roster."
hcc_missing_suspect,marts_bi_v3.mart_hcc_missing_opportunity,,sum,is_suspect,,,100,Missing Suspect,"HH-inferred suspects VendorNav has no flag for, off-roster."
hcc_missing_total,marts_bi_v3.mart_hcc_missing_opportunity,,sum,missing_any,,,100,Missing Patients,HH recapture/suspect VendorNav is silent on AND not on the sent roster.
hcc_not_assessed,marts_bi_v3.mart_hcc_grouped_surfaced,first_winning_assessment_date,sum,not_assessed_int,,,,Not Assessed,Count of surfaced HCC codes NOT ADDRESSED (shown to the provider but no disposition recorded).
hcc_patient_count,marts_bi_v3.mart_hcc_grouped_surfaced,,count_distinct,patient_id,,,,Patients,Distinct patients on the sent roster (patients VendorNav surfaced HCCs for).
hcc_pcp_differ_rate,marts_bi_v3.mart_hcc_grouped_surfaced,,rate,,pcp_differs_int,pcp_compared_int,100,Assessing<>PCP %,Share of comparable 2026-captured HCCs assessed by a non-PCP provider (pcp_differs / pcp_compared).
hcc_pcp_differs,marts_bi_v3.mart_hcc_grouped_surfaced,,sum,pcp_differs_int,,,,Assessing <> PCP,Count of 2026-captured HCCs where the assessing provider differed from the patient's PCP.
hcc_pcp_match,marts_bi_v3.mart_hcc_grouped_surfaced,,sum,pcp_match_int,,,,Assessing = PCP,Count of 2026-captured HCCs where the assessing provider was the patient's PCP.
hcc_recapture,marts_bi_v3.mart_hcc_grouped,,sum,recapture,,,,HH Recapture (closed 2025),"OPPORTUNITY count — HCCs closed in the prior year (2025), i.e. recapture candidates/targets. Standalone count; NEVER a rate denominator. Spans surfaced + VendorNav-silent."
hcc_recapture_needs_sched,marts_bi_v3.mart_hcc_missing_opportunity,,sum,recapture_needs_sched,,,100,Recapture — Needs Scheduling,Missing recaptures with no 2026 visit — the priority worklist.
hcc_recapture_no_future_rate,marts_bi_v3.mart_hcc_missing_opportunity,,rate,,recapture_needs_sched,is_recapture,100,Recapture · No Future Visit,Share of missing RECAPTURE patients with no future 2026 visit scheduled — need a visit booked.
hcc_recapture_rate,marts_bi_v3.mart_hcc_grouped,,rate,,recapture,one,100,HH Recapture %,Recapture candidates as a share of the roster.
hcc_rejected,marts_bi_v3.mart_hcc_grouped_surfaced,first_winning_assessment_date,sum,rejected_int,,,,Rejected,Count of HCC codes REJECTED by the assessing provider.
hcc_suspect,marts_bi_v3.mart_hcc_grouped,,sum,suspect,,,,HH Suspect (net-new 2026),"OPPORTUNITY count — non-recapture HCCs with 2026 activity (suspect candidates; closure-truth = on the 2026 record, not closed either year). Standalone count; NEVER a rate denominator."
hcc_suspect_no_future_rate,marts_bi_v3.mart_hcc_missing_opportunity,,rate,,suspect_needs_sched,is_suspect,100,Suspect · No Future Visit,Share of missing SUSPECT patients with no future 2026 visit scheduled — need a visit booked.
hcc_total_hccs,marts_bi_v3.mart_hcc_grouped_surfaced,,count,,,,,Total HCCs,Total HCC codes on the sent roster.
navina_sent_roster,marts_bi_v3.mart_navina_roster,,sum,is_sent,,,100,Sent Roster,Patients on the gold roster we send to VendorNav (sum of is_sent over mart_navina_roster).
navina_total_patients,marts_bi_v3.mart_navina_roster,,sum,is_returned,,,100,Total VendorNav Patients,Patients VendorNav returned data on (sum of is_returned over mart_navina_roster).
navina_patients_with_hcc,marts_bi_v3.mart_navina_roster,,sum,has_hcc,,,100,VendorNav Patients with HCC,Patients with >= 1 actionable HCC suggestion (sum of has_hcc over mart_navina_roster).
attrition_patients,marts_bi_v3.mart_membership,became_inactive_date,count_distinct,attrition_patient_aid,,,100,Attrition Patients,Patients whose computed patient_status is Inactive and who have a became_inactive_date (previously active then lapsed). Counted on the date they became inactive; bind a date range on became_inactive_date to window the count.
